EventID,季節,大約日期,地點,事件名稱,事件分類,神學主題,焦點,耶穌品格,福音中心,福音中心_備註,福音中心_原文,經文總覽,經文_太,經文_可,經文_路,經文_約,經文_其他,經文狀態,合參原則,年代確信度,順序確信度,舊約串珠,OT_註解,資料類型
E-037,夏,約 西元 28 年,曠野/各會堂,清晨獨自禱告與巡迴,教導>靈修>禱告與父的親近,優先次序,為此而來,溫柔、信靠、引導,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,"（聚焦：為此而來） 〔見Lk,Mk敘事脈絡〕","在「清晨獨自禱告與巡迴」中，耶穌以教導揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：為此而來）〔見Lk,Mk敘事脈絡〕",Mk 1:35-39 | Lk 4:42-44,,Mk 1:35-39,Lk 4:42-44,,,經文明載,經文段落連結,高,高,,,事件
E-038,夏,約 西元 28 年,加利利,潔淨痲瘋病人,神蹟>醫治>潔淨痲瘋與恢復群體,憐憫,肯也能,憐憫、接納、勇氣,在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。,"（聚焦：肯也能） 〔見Lk,Mk,Mt敘事脈絡〕","在「潔淨痲瘋病人」中，耶穌以神蹟揭開神國的真相：在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。（聚焦：肯也能）〔見Lk,Mk,Mt敘事脈絡〕",Mt 8:1-4 | Mk 1:40-45 | Lk 5:12-16,Mt 8:1-4,Mk 1:40-45,Lk 5:12-16,,,經文明載,合參移位 (馬太主題編排),中,中,【M】[彌賽亞預言] 利 13–14; 賽 53:4,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-039,夏,約 西元 28 年,迦百農,拆房頂醫癱子,神蹟>醫治>身體復原與整全,赦罪,人子權柄,憐憫、權柄、溫柔,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,"（聚焦：人子權柄） 〔見Lk,Mk,Mt敘事脈絡〕","在「拆房頂醫癱子」中，耶穌以神蹟揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：人子權柄）〔見Lk,Mk,Mt敘事脈絡〕",Mt 9:1-8 | Mk 2:1-12 | Lk 5:17-26,Mt 9:1-8,Mk 2:1-12,Lk 5:17-26,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-040,夏,約 西元 28 年,馬太家,呼召馬太與筵席,門訓>呼召>跟從與塑造,恩典,新酒新皮袋,耐心、洞察、權柄,門徒的跌倒與遲鈍沒有終止救恩，反而凸顯耶穌的保守；因此盼望不建立在人的穩定度，而建立在祂的信實。,"（聚焦：新酒新皮袋） 〔見Lk,Mk,Mt敘事脈絡〕","在「呼召馬太與筵席」中，耶穌以呼召揭開神國的真相：門徒的跌倒與遲鈍沒有終止救恩，反而凸顯基督的保守；因此盼望不建立在人的穩定度，而建立在祂的信實。（聚焦：新酒新皮袋）〔見Lk,Mk,Mt敘事脈絡〕",Mt 9:9-17 | Mk 2:13-22 | Lk 5:27-39,Mt 9:9-17,Mk 2:13-22,Lk 5:27-39,,,經文明載,經文段落連結,中,中,,,事件
E-041,夏,約 西元 28 年,耶路撒冷,畢士大池神蹟與講論,教導>衝突/釋經>權柄與真理對話,生命,父子同工,智慧、勇氣、真理,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：父子同工） 〔見Jn敘事脈絡〕,在「畢士大池神蹟與講論」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：父子同工）〔見Jn敘事脈絡〕,Jn 5:1-47,,,,Jn 5:1-47,,經文明載,節期標記,中,中,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-042,夏,約 西元 28 年,麥田,安息日掐麥穗爭議,教導>衝突/釋經>權柄與真理對話,安息日,人子是主,智慧、勇氣、真理,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,"（聚焦：人子是主） 〔見Lk,Mk,Mt敘事脈絡〕","在「安息日掐麥穗爭議」中，耶穌以教導揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：人子是主）〔見Lk,Mk,Mt敘事脈絡〕",Mt 12:1-8 | Mk 2:23-28 | Lk 6:1-5,Mt 12:1-8,Mk 2:23-28,Lk 6:1-5,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-043,夏,約 西元 28 年,會堂,安息日醫治枯乾手,神蹟>醫治>身體復原與整全,行善,殺機初現,憐憫、權柄、溫柔,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,"（聚焦：殺機初現） 〔見Lk,Mk,Mt敘事脈絡〕","在「安息日醫治枯乾手」中，耶穌以醫治揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：殺機初現）〔見Lk,Mk,Mt敘事脈絡〕",Mt 12:9-14 | Mk 3:1-6 | Lk 6:6-11,Mt 12:9-14,Mk 3:1-6,Lk 6:6-11,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-044,夏,約 西元 28 年,加利利海邊,海邊的群眾與醫治,神蹟>醫治>身體復原與整全,權柄,神的兒子,憐憫、權柄、溫柔,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,"（聚焦：神的兒子） 〔見Lk,Mk敘事脈絡〕","在「海邊的群眾與醫治」中，耶穌以醫治揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：神的兒子）〔見Lk,Mk敘事脈絡〕",Mk 3:7-12 | Lk 6:17-19,,Mk 3:7-12,Lk 6:17-19,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-045,夏,約 西元 28 年,山上,設立十二使徒,門訓>呼召>跟從與塑造,揀選,授權,耐心、洞察、權柄,差遣不是在救火，因為耶穌已先完成工作；我們只要跟上祂已啟動的國度，不用替祂補缺。,"（聚焦：授權） 〔見Lk,Mk,Mt敘事脈絡〕","在「設立十二使徒」中，耶穌以呼召與塑造揭開神國的真相：差遣不是補救計畫，而是因基督已先完成工作；我們被邀請參與祂已啟動的國度，而不是替祂補上缺口。（聚焦：授權）〔見Lk,Mk,Mt敘事脈絡〕",Mt 10:1-4 | Mk 3:13-19 | Lk 6:12-16,Mt 10:1-4,Mk 3:13-19,Lk 6:12-16,,,經文明載,經文段落連結,中,高,,,事件
E-046,夏,約 西元 28 年,八福山,登山寶訓(1):八福,教導>國度倫理>登山寶訓,天國屬性,有福,權柄、真理、洞察,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,"（聚焦：有福） 〔見Lk,Mt敘事脈絡〕","在「登山寶訓(1):八福」中，耶穌以登山寶訓揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：有福）〔見Lk,Mt敘事脈絡〕",Mt 5:1-12 | Lk 6:20-26,Mt 5:1-12,,Lk 6:20-26,,,經文明載,福音書順序,中,高,,,事件
E-047,夏,約 西元 28 年,八福山,登山寶訓(2):光與鹽,教導>國度倫理>登山寶訓,影響力,世上的光,權柄、真理、洞察,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,（聚焦：世上的光） 〔見Mt敘事脈絡〕,在「登山寶訓(2):光與鹽」中，耶穌以登山寶訓揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：世上的光）〔見Mt敘事脈絡〕,Mt 5:13-16,Mt 5:13-16,,,,,經文明載,福音書順序,中,高,,,事件
E-048,夏,約 西元 28 年,八福山,登山寶訓(3):成全律法,教導>國度倫理>登山寶訓,義,成全,權柄、真理、洞察,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,（聚焦：成全） 〔見Mt敘事脈絡〕,在「登山寶訓(3):成全律法」中，耶穌以登山寶訓揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：成全）〔見Mt敘事脈絡〕,Mt 5:17-20,Mt 5:17-20,,,,,經文明載,福音書順序,中,高,,,事件
E-049,夏,約 西元 28 年,八福山,登山寶訓(4):古人說與我說,教導>國度倫理>登山寶訓,內心,愛仇敵,權柄、真理、洞察,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,（聚焦：愛仇敵） 〔見Mt敘事脈絡〕,在「登山寶訓(4):古人說與我說」中，耶穌以登山寶訓揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：愛仇敵）〔見Mt敘事脈絡〕,Mt 5:21-48,Mt 5:21-48,,,,,經文明載,福音書順序,中,高,,,事件
E-050,夏,約 西元 28 年,八福山,登山寶訓(5):施捨與禱告,教導>國度倫理>登山寶訓,虔誠,暗中查看,權柄、真理、洞察,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：暗中查看） 〔見Mt敘事脈絡〕,在「登山寶訓(5):施捨與禱告」中，耶穌以登山寶訓揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：暗中查看）〔見Mt敘事脈絡〕,Mt 6:1-18,Mt 6:1-18,,,,,經文明載,福音書順序,中,高,,,事件
E-051,夏,約 西元 28 年,八福山,登山寶訓(6):財寶與憂慮,教導>國度倫理>登山寶訓,價值,事奉二主,權柄、真理、洞察,教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。,（聚焦：事奉二主） 〔見Mt敘事脈絡〕,在「登山寶訓(6):財寶與憂慮」中，耶穌以登山寶訓揭開神國的真相：教導把真理放進人的日常，指出真正的自由來自與基督連結；救恩不是靠知識累積，而是因祂已把我們帶進新身份。（聚焦：事奉二主）〔見Mt敘事脈絡〕,Mt 6:19-34,Mt 6:19-34,,,,,經文明載,福音書順序,中,高,,,事件
E-052,夏,約 西元 28 年,八福山,登山寶訓(7):論斷與祈求,教導>國度倫理>登山寶訓,關係,梁木與刺,權柄、真理、洞察,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,（聚焦：梁木與刺） 〔見Mt敘事脈絡〕,在「登山寶訓(7):論斷與祈求」中，耶穌以登山寶訓揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：梁木與刺）〔見Mt敘事脈絡〕,Mt 7:1-12,Mt 7:1-12,,,,,經文明載,福音書順序,中,高,,,事件
E-053,夏,約 西元 28 年,八福山,登山寶訓(8):兩條路與根基,教導>國度倫理>登山寶訓,審判,認識神,權柄、真理、洞察,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,"（聚焦：認識神） 〔見Lk,Mt敘事脈絡〕","在「登山寶訓(8):兩條路與根基」中，耶穌以登山寶訓揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：認識神）〔見Lk,Mt敘事脈絡〕",Mt 7:13-29 | Lk 6:37-49,Mt 7:13-29,,Lk 6:37-49,,,經文明載,福音書順序,中,高,,,事件
E-054,夏,約 西元 28 年,迦百農,醫治百夫長僕人,神蹟>醫治>身體復原與整全,信心,權柄話語,憐憫、權柄、溫柔,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,"（聚焦：權柄話語） 〔見Lk,Mt敘事脈絡〕","在「醫治百夫長僕人」中，耶穌以醫治揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：權柄話語）〔見Lk,Mt敘事脈絡〕",Mt 8:5-13 | Lk 7:1-10,Mt 8:5-13,,Lk 7:1-10,,,經文明載,合參移位 (馬太主題編排),中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-055,夏,約 西元 28 年,拿因,拿因城寡婦之子復活,復活>得勝>死亡被吞滅,生命,憐憫,大能、盼望、信實,在顯現與重建裡，復活主先恢復破碎者，顯明救恩不被人的失敗取消；因此悔改不是回到原點，而是被帶進新起點。,（聚焦：憐憫） 〔見Lk敘事脈絡〕,在「拿因城寡婦之子復活」中，耶穌以復活揭開神國的真相：在顯現與重建裡，復活主先恢復破碎者，顯明救恩不被人的失敗取消；因此悔改不是回到原點，而是被帶進新起點。（聚焦：憐憫）〔見Lk敘事脈絡〕,Lk 7:11-17,,,Lk 7:11-17,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 詩 16:10; 何 6:2; 賽 25:8,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-056,夏,約 西元 28 年,監獄,施洗約翰的疑問,敘事>行旅互動>私下教導>旅程門訓,信心,不跌倒,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,"（聚焦：不跌倒） 〔見Lk,Mt敘事脈絡〕","在「施洗約翰的疑問」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：不跌倒）〔見Lk,Mt敘事脈絡〕",Mt 11:2-19 | Lk 7:18-35,Mt 11:2-19,,Lk 7:18-35,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-057,夏,約 西元 28 年,加利利,哥拉汛禍哉與安息的軛,敘事>行旅互動>衝突與冒犯,呼召,柔和謙卑,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：柔和謙卑） 〔見Mt敘事脈絡〕,在「哥拉汛禍哉與安息的軛」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：柔和謙卑）〔見Mt敘事脈絡〕,Mt 11:20-30,Mt 11:20-30,,,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-058,夏,約 西元 28 年,西門家,有罪女人膏主,敘事>行旅互動>接待與筵席,赦免,愛多赦多,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,（聚焦：愛多赦多） 〔見Lk敘事脈絡〕,在「有罪女人膏主」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：愛多赦多）〔見Lk敘事脈絡〕,Lk 7:36-50,,,Lk 7:36-50,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-059,夏,約 西元 28 年,加利利,婦女們的供給,敘事>行旅互動>呼召與跟隨,服事,奉獻,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,（聚焦：奉獻） 〔見Lk敘事脈絡〕,在「婦女們的供給」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：奉獻）〔見Lk敘事脈絡〕,Lk 8:1-3,,,Lk 8:1-3,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-060,夏,約 西元 28 年,屋內,褻瀆聖靈與別西卜爭議,敘事>行旅互動>衝突與冒犯,屬靈爭戰,聖靈工作,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：聖靈工作） 〔見Lk,Mk,Mt敘事脈絡〕","在「褻瀆聖靈與別西卜爭議」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：聖靈工作）〔見Lk,Mk,Mt敘事脈絡〕",Mt 12:22-37 | Mk 3:20-30 | Lk 11:14-23,Mt 12:22-37,Mk 3:20-30,Lk 11:14-23,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-061,夏,約 西元 28 年,屋內,污鬼回返與眼睛的燈,權能>趕鬼>國度與黑暗權勢對決,心的居所,空房要被充滿,權柄、憐憫、剛強,趕鬼與權勢對決宣告黑暗不是最後主宰；耶穌以權柄釋放被捆綁的人，顯明救恩是解放，而不是道德加強班。,"（聚焦：空房要被充滿） 〔見Lk,Mt敘事脈絡〕","在「污鬼回返與眼睛的燈」中，耶穌以趕鬼揭開神國的真相：趕鬼與權勢對決宣告黑暗不是最後主宰；耶穌以權柄釋放被捆綁的人，顯明救恩是解放，而不是道德加強班。（聚焦：空房要被充滿）〔見Lk,Mt敘事脈絡〕",Mt 12:43-45 | Lk 11:24-36,Mt 12:43-45,,Lk 11:24-36,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 3:15; 賽 61:1; 詩 107:13-14,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-062,夏,約 西元 28 年,屋內/眾人,誰是耶穌的家人,敘事>行旅互動>私下教導>門徒價值翻轉,順服,聽道行道的人,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,"（聚焦：聽道行道的人） 〔見Lk,Mk,Mt敘事脈絡〕","在「誰是耶穌的家人」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：聽道行道的人）〔見Lk,Mk,Mt敘事脈絡〕",Mt 12:46-50 | Mk 3:31-35 | Lk 8:19-21,Mt 12:46-50,Mk 3:31-35,Lk 8:19-21,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-063,夏,約 西元 28 年,海邊船上,天國比喻(1):撒種與目的,比喻>天國>撒種與人心土壤,奧祕,心田,洞察、忍耐、真理,比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。,"（聚焦：心田） 〔見Lk,Mk,Mt敘事脈絡〕","在「天國比喻(1):撒種與目的」中，耶穌以比喻揭開神國的真相：比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。（聚焦：心田）〔見Lk,Mk,Mt敘事脈絡〕",Mt 13:1-23 | Mk 4:1-25 | Lk 8:4-18,Mt 13:1-23,Mk 4:1-25,Lk 8:4-18,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:10-11; 詩 1:1-3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-064,夏,約 西元 28 年,海邊船上,天國比喻(2):種子生長(馬可),比喻>教導>天國價值反轉,成長,種子自動生長,智慧、洞察、真理,藉著比喻，耶穌顛覆『配得』的邏輯，讓人看見：在上帝的國度/掌權裡，被愛先於改變，改變因此成為回應而非條件。,（聚焦：種子自動生長） 〔見Mk敘事脈絡〕,在「天國比喻(2):種子生長(馬可)」中，耶穌以比喻揭開神國的真相：藉著比喻，耶穌顛覆『配得』的邏輯，讓人看見：在神國裡，被愛先於改變，改變因此成為回應而非條件。（聚焦：種子自動生長）〔見Mk敘事脈絡〕,Mk 4:26-29,,Mk 4:26-29,,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-065,夏,約 西元 28 年,海邊船上,天國比喻(3):稗子,比喻>教導>天國價值反轉,審判,容讓生長,智慧、洞察、真理,天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。,（聚焦：容讓生長） 〔見Mt敘事脈絡〕,在「天國比喻(3):稗子」中，耶穌以比喻揭開神國的真相：天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。（聚焦：容讓生長）〔見Mt敘事脈絡〕,Mt 13:24-30,Mt 13:24-30,,,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-066,夏,約 西元 28 年,海邊船上,天國比喻(4):芥菜種與麵酵,比喻>教導>天國價值反轉,擴展,雖小必大,智慧、洞察、真理,比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。,"（聚焦：雖小必大） 〔見Mk,Mt敘事脈絡〕","在「天國比喻(4):芥菜種與麵酵」中，耶穌以比喻揭開神國的真相：比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。（聚焦：雖小必大）〔見Mk,Mt敘事脈絡〕",Mt 13:31-33 | Mk 4:30-32,Mt 13:31-33,Mk 4:30-32,,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-067,夏,約 西元 28 年,屋內,天國比喻(5):解釋稗子,比喻>教導>天國價值反轉,結局,義人發光,智慧、洞察、真理,比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。,（聚焦：義人發光） 〔見Mt敘事脈絡〕,在「天國比喻(5):解釋稗子」中，耶穌以比喻揭開神國的真相：比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。（聚焦：義人發光）〔見Mt敘事脈絡〕,Mt 13:36-43,Mt 13:36-43,,,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-068,夏,約 西元 28 年,屋內,天國比喻(6):藏寶與尋珠,比喻>教導>天國價值反轉,價值,變賣一切,智慧、洞察、真理,天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。,（聚焦：變賣一切） 〔見Mt敘事脈絡〕,在「天國比喻(6):藏寶與尋珠」中，耶穌以比喻揭開神國的真相：天國比喻揭露人心的算計，並把焦點轉向神的主動施恩；救恩不是人尋找神的功勞，而是神尋回人的行動。（聚焦：變賣一切）〔見Mt敘事脈絡〕,Mt 13:44-46,Mt 13:44-46,,,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-069,夏,約 西元 28 年,屋內,天國比喻(7):撒網與家主,比喻>教導>天國價值反轉,分別,水族分類,智慧、洞察、真理,藉著比喻，耶穌顛覆『配得』的邏輯，讓人看見：在上帝的國度/掌權裡，被愛先於改變，改變因此成為回應而非條件。,（聚焦：水族分類） 〔見Mt敘事脈絡〕,在「天國比喻(7):撒網與家主」中，耶穌以比喻揭開神國的真相：藉著比喻，耶穌顛覆『配得』的邏輯，讓人看見：在神國裡，被愛先於改變，改變因此成為回應而非條件。（聚焦：水族分類）〔見Mt敘事脈絡〕,Mt 13:47-52,Mt 13:47-52,,,,,經文明載,福音書順序,中,高,【M】[彌賽亞預言] 賽 55:8-9,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-070,夏,約 西元 28 年,拿撒勒,拿撒勒厭棄耶穌(後期),成長>隱藏歲月>歸回拿撒勒與平凡成聖,不信,可能與Lk4同源(作者編排不同),謙卑、忍耐、順服,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,"（聚焦：可能與Lk4同源(作者編排不同)） 〔見Mk,Mt敘事脈絡〕","在「拿撒勒厭棄耶穌(後期)」中，耶穌以事件揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：可能與Lk4同源(作者編排不同)）〔見Mk,Mt敘事脈絡〕",Mt 13:53-58 | Mk 6:1-6,Mt 13:53-58,Mk 6:1-6,,,,邏輯推論,學術共識 (兩路線並存),低,中,【M】[彌賽亞預言] 賽 11:1; 撒下 7:12-16,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
